Chromosome	ORF	Promoter	UTR5	Start	End	UTR3	Terminator	End to end?	Tail to Tail?
chrXV	YOR118W	349	38	546858	548561	134	66	1	0
chrXV	YOR119C	696	32	550247	548793	146	48	1	1
chrXV	YOR120W	676	46	551115	552053	140	Not available 	1	0
chrXV	YOR121C	Not available 	Not available 	552104	551799	42	0	1	0
chrXV	YOR122C	204	37	552888	552299	164	Not available 	0	0
chrXV	YOR123C	155	42	554571	553177	48	204	0	1
chrXV	YOR124C	165	108	558643	554825	57	155	0	1
chrXV	YOR125C	86	50	559732	559031	115	165	0	1
chrXV	YOR126C	301	23	560678	559962	94	86	0	0
chrXV	YOR127W	321	78	561171	564194	169	98	1	0
chrXV	YOR128C	481	16	566192	564477	55	150	1	1
chrXV	YOR129C	227	79	569559	566878	189	481	0	1
chrXV	YOR130C	1189	53	570808	569930	65	227	0	0
chrXV	YOR131C	234	65	572839	572183	133	1189	0	1
chrXV	YOR132W	140	64	573176	574831	38	169	0	1
chrXV	YOR133W	169	61	575099	577627	187	Not available 	0	0
chrXV	YOR134W	Not available 	Not available 	578565	579794	Not available 	Not available 	1	1
chrXV	YOR136W	Not available 	Not available 	580251	581360	156	244	1	0
chrXV	YOR135C	Not available 	Not available 	580501	580160	0	Not available 	1	1
chrXV	YOR137C	523	54	583682	581814	149	Not available 	1	1
chrXV	YOR138C	Not available 	33	586325	584310	51	523	0	0
chrXV	YOR140W	Not available 	Not available 	586982	589282	Not available 	Not available 	1	1
chrXV	YOR139C	Not available 	Not available 	587343	586951	Not available 	Not available 	0	1
chrXV	YOR141C	256	23	592588	589943	284	Not available 	1	1
chrXV	YOR142W	0	204	593058	594047	191	7026	1	1
chrXV	YOR143C	201	120	602343	601384	22	7111	1	1
chrXV	YOR144C	170	15	605093	602718	54	201	0	1
chrXV	YOR146W	Not available 	Not available 	605874	606179	4	338	0	0
chrXV	YOR145C	Not available 	Not available 	606172	605348	70	170	0	1
chrXV	YOR147W	338	87	606608	608476	174	0	1	0
chrXV	YOR148C	577	32	609198	608641	65	13	1	0
chrXV	YOR149C	483	44	611389	609839	32	577	0	0
chrXV	YOR150W	550	29	612000	612491	84	166	1	1
chrXV	YOR151C	441	257	616672	612998	39	439	1	1
chrXV	YOR152C	1243	217	618289	617519	149	441	0	1
chrXV	YOR153W	1248	155	619841	624376	92	199	0	0
chrXV	YOR154W	199	63	624730	626493	365	0	1	1
chrXV	YOR155C	0	197	627981	626629	55	18	1	1
chrXV	YOR156C	Not available 	Not available 	630541	628361	248	0	0	1
chrXV	YOR157C	279	44	631752	630967	27	Not available 	0	1
chrXV	YOR158W	370	16	632165	633121	90	Not available 	1	1
chrXV	YOR159C	Not available 	Not available 	633567	633283	Not available 	Not available 	1	0
chrXV	YOR160W	Not available 	47	633840	636758	47	Not available 	1	0
chrXV	YOR161W-A	Not available 	Not available 	637575	637655	Not available 	Not available 	0	1
chrXV	YOR161W-B	Not available 	Not available 	637976	638236	Not available 	Not available 	1	0
chrXV	YOR161C	Not available 	Not available 	638559	636940	Not available 	Not available 	1	0
chrXV	YOR161C-C	Not available 	Not available 	639268	639122	Not available 	Not available 	0	0
chrXV	YOR162C	636	38	641993	639561	114	Not available 	0	0
chrXV	YOR163W	597	38	642742	643308	75	0	1	0
chrXV	YOR164C	52	23	644333	643395	112	0	1	1
chrXV	YOR165W	109	13	644567	646897	159	0	1	1
chrXV	YOR166C	126	75	648503	647127	174	43	1	1
chrXV	YOR167C	212	13	649008	648805	101	126	0	0
chrXV	YOR168W	165	30	649304	651733	71	Not available 	1	0
chrXV	YOR169C	Not available 	Not available 	651841	651377	714	0	1	0
chrXV	YOR170W	Not available 	Not available 	651859	652164	Not available 	Not available 	1	0
chrXV	YOR171C	61	69	653885	652011	161	Not available 	1	0
chrXV	YOR172W	43	122	654211	656571	196	463	0	1
chrXV	YOR173W	463	35	657265	658326	117	91	0	0
chrXV	YOR174W	91	214	658748	659602	127	12	1	1
chrXV	YOR175C	533	75	661675	659816	142	0	1	0
chrXV	YOR176W	472	113	662402	663583	119	Not available 	1	1
chrXV	YOR177C	Not available 	Not available 	667180	665786	Not available 	Not available 	1	1
chrXV	YOR178C	Not available 	Not available 	670242	667861	126	Not available 	0	1
chrXV	YOR179C	Not available 	26	672412	671846	223	Not available 	0	1
chrXV	YOR180C	Not available 	Not available 	675168	674353	Not available 	Not available 	0	1
chrXV	YOR181W	Not available 	72	675940	677841	82	254	1	0
chrXV	YOR182C	0	15	678794	678192	42	237	1	1
chrXV	YOR183W	Not available 	Not available 	678873	679262	852	Not available 	0	1
chrXV	YOR184W	Not available 	Not available 	679358	680545	98	450	1	0
chrXV	YOR185C	Not available 	352	682107	681445	29	Not available 	1	0
chrXV	YOR186W	Not available 	Not available 	683112	683546	166	Not available 	1	1
chrXV	YOR186C-A	Not available 	Not available 	683539	683330	Not available 	Not available 	0	1
chrXV	YOR187W	Not available 	74	684031	685344	121	282	0	1
chrXV	YOR188W	282	21	685768	689181	165	250	0	1
chrXV	YOR189W	250	29	689625	689975	225	Not available 	0	0
chrXV	YOR190W	Not available 	Not available 	690696	692033	Not available 	Not available 	0	1
chrXV	YOR191W	Not available 	88	692476	697335	139	Not available 	1	1
chrXV	YOR192C	Not available 	Not available 	700568	698769	Not available 	Not available 	1	0
chrXV	YOR192C-C	Not available 	Not available 	704225	703989	Not available 	Not available 	0	1
chrXV	YOR193W	Not available 	39	710447	711577	169	0	1	1
chrXV	YOR194C	31	65	712544	711684	41	27	1	0
chrXV	YOR195W	210	72	712867	715332	227	14	1	1
chrXV	YOR196C	175	21	716838	715594	140	50	1	1
chrXV	YOR197W	92	17	717087	718385	53	Not available 	1	1
chrXV	YOR198C	Not available 	Not available 	720066	718654	200	52	1	0
chrXV	YOR199W	Not available 	Not available 	720182	720511	Not available 	Not available 	0	1
chrXV	YOR200W	Not available 	Not available 	720418	720816	Not available 	Not available 	1	0
chrXV	YOR201C	121	35	721709	720471	50	Not available 	1	0
chrXV	YOR202W	178	10	721947	722609	82	Not available 	0	0
chrXV	YOR203W	Not available 	Not available 	722566	722919	1076	0	0	1
chrXV	YOR204W	0	21	722912	724726	722	Not available 	1	1
chrXV	YOR205C	Not available 	Not available 	727235	725565	188	630	1	0
chrXV	YOR206W	60	30	727513	729645	66	273	1	0
chrXV	YOR207C	336	25	733458	730009	163	171	1	0
chrXV	YOR208W	150	155	733926	736178	107	4	1	1
chrXV	YOR209C	152	149	737727	736438	84	21	1	0
chrXV	YOR210W	478	32	738321	738533	293	0	1	1
chrXV	YOR211C	1070	147	741570	738925	321	39	1	0
chrXV	YOR212W	856	164	742911	744182	124	122	1	0
chrXV	YOR213C	Not available 	108	745282	744536	312	0	1	0
chrXV	YOR214C	Not available 	Not available 	746304	745594	Not available 	Not available 	0	1
chrXV	YOR215C	104	51	747283	746726	118	Not available 	0	0
chrXV	YOR216C	56	36	748980	747526	88	104	0	0
chrXV	YOR217W	161	73	749302	751887	230	Not available 	1	0
chrXV	YOR218C	Not available 	Not available 	751896	751477	Not available 	Not available 	1	0
chrXV	YOR219C	66	89	755010	752215	321	Not available 	0	0
chrXV	YOR220W	0	35	755329	756126	164	124	1	0
chrXV	YOR221C	641	63	757559	756477	150	166	1	0
chrXV	YOR222W	180	442	758331	759254	68	433	0	0
chrXV	YOR223W	433	28	759783	760661	163	0	1	0
chrXV	YOR224C	Not available 	23	761266	760826	69	68	1	0
chrXV	YOR225W	Not available 	Not available 	761393	761722	Not available 	Not available 	1	0
chrXV	YOR226C	529	49	762085	761615	131	Not available 	1	1
chrXV	YOR227W	558	52	762826	766566	163	16	1	1
chrXV	YOR228C	161	125	767778	766870	281	0	1	1
chrXV	YOR229W	280	71	768410	769813	346	605	0	1
chrXV	YOR230W	605	37	770801	772114	190	212	0	1
chrXV	YOR231W	212	86	772602	774128	192	Not available 	1	0
chrXV	YOR231C-A	Not available 	Not available 	773364	773164	Not available 	Not available 	1	1
chrXV	YOR232W	Not available 	99	774574	775260	157	Not available 	0	1
chrXV	YOR233W	Not available 	Not available 	775847	778249	Not available 	Not available 	1	0
chrXV	YOR234C	Not available 	20	779406	778556	72	Not available 	1	0
chrXV	YOR235W	Not available 	Not available 	779871	780185	Not available 	Not available 	0	0
chrXV	YOR236W	Not available 	11	780907	781542	53	Not available 	0	1
chrXV	YOR237W	Not available 	Not available 	781995	783299	Not available 	Not available 	0	0
chrXV	YOR238W	Not available 	120	783678	784589	94	126	0	1
chrXV	YOR239W	126	49	784858	786745	204	39	0	0
chrXV	YOR241W	39	8	786996	788642	59	Not available 	1	1
chrXV	YOR242C	Not available 	Not available 	789858	788743	740	0	1	0
chrXV	YOR243C	168	27	792242	790212	135	Not available 	0	1
chrXV	YOR244W	119	36	792532	793869	95	Not available 	1	0
chrXV	YOR245C	Not available 	Not available 	795333	794077	Not available 	Not available 	1	1
chrXV	YOR246C	Not available 	65	796794	795802	61	Not available 	0	0
chrXV	YOR247W	Not available 	Not available 	797677	798309	Not available 	Not available 	0	1
chrXV	YOR248W	Not available 	Not available 	798014	798316	220	133	1	0
chrXV	YOR249C	133	6	800732	798675	34	Not available 	1	0
chrXV	YOR250C	153	22	802308	800971	100	133	0	0
chrXV	YOR251C	69	52	803465	802551	68	153	0	1
chrXV	YOR252W	102	33	803668	804204	82	73	0	0
chrXV	YOR253W	73	19	804378	804908	114	0	1	0
chrXV	YOR254C	Not available 	125	807024	805033	74	32	1	1
chrXV	YOR255W	Not available 	Not available 	807272	808108	Not available 	Not available 	1	0
chrXV	YOR256C	167	119	810683	808254	45	Not available 	1	0
chrXV	YOR257W	244	36	811008	811493	39	121	0	1
chrXV	YOR258W	121	18	811671	812324	83	0	1	0
chrXV	YOR259C	54	21	813708	812395	46	7	1	1
chrXV	YOR260W	178	52	813984	815720	201	0	1	1
chrXV	YOR261C	152	105	816931	815915	54	89	1	0
chrXV	YOR262W	242	64	817291	818334	103	Not available 	1	1
chrXV	YOR264W	Not available 	59	818865	820157	66	199	0	1
chrXV	YOR263C	Not available 	Not available 	819163	818756	Not available 	Not available 	1	0
chrXV	YOR265W	199	31	820453	820773	36	Not available 	0	1
chrXV	YOR266W	Not available 	Not available 	821022	822293	60	0	1	1
chrXV	YOR267C	Not available 	502	824866	822587	173	Not available 	1	0
chrXV	YOR268C	Not available 	Not available 	825931	825533	Not available 	Not available 	0	1
chrXV	YOR269W	Not available 	78	826384	827868	175	0	1	0
chrXV	YOR270C	270	163	830573	828051	106	0	1	1
chrXV	YOR271C	631	70	832041	831058	52	270	0	0
chrXV	YOR272W	671	48	832812	834194	70	91	1	0
chrXV	YOR273C	987	96	836430	834451	114	95	1	0
chrXV	YOR274W	1070	59	837673	838959	160	0	1	1
chrXV	YOR275C	145	26	841068	839083	116	0	1	0
chrXV	YOR276W	107	41	841332	841817	93	0	1	0
chrXV	YOR277C	Not available 	154	841822	841514	175	0	1	0
chrXV	YOR278W	Not available 	Not available 	842816	843643	Not available 	Not available 	1	0
chrXV	YOR279C	290	10	844629	843697	29	Not available 	1	1
chrXV	YOR280C	363	41	845791	844991	62	290	0	1
chrXV	YOR282W	Not available 	Not available 	846999	847319	Not available 	Not available 	0	1
chrXV	YOR281C	Not available 	Not available 	847128	846268	73	363	0	1
chrXV	YOR283W	Not available 	83	847452	848144	145	149	0	1
chrXV	YOR284W	149	39	848477	849208	2	411	0	0
chrXV	YOR285W	411	13	849634	850053	69	139	0	1
chrXV	YOR286W	139	18	850279	850728	59	129	1	1
chrXV	YOR287C	201	20	851838	850936	27	163	1	0
chrXV	YOR288C	191	35	853076	852120	61	201	0	1
chrXV	YOR289W	213	6	853356	854111	54	914	1	0
chrXV	YOR290C	784	67	860257	855146	42	987	1	0
chrXV	YOR291W	828	47	861174	865592	66	0	1	1
chrXV	YOR292C	351	22	866581	865652	35	0	1	1
chrXV	YOR293W	448	33	867097	867851	143	0	1	1
chrXV	YOR293C-A	0	96	868146	867997	7	106	1	0
chrXV	YOR294W	139	47	868339	868950	150	Not available 	0	1
chrXV	YOR295W	Not available 	Not available 	869207	869893	205	Not available 	0	1
chrXV	YOR296W	Not available 	Not available 	870201	874070	116	496	1	0
chrXV	YOR297C	158	60	875320	874742	113	Not available 	1	0
chrXV	YOR298W	121	44	875598	877037	60	82	1	1
chrXV	YOR298C-A	Not available 	50	877684	877229	203	0	1	0
chrXV	YOR299W	Not available 	Not available 	878433	880673	Not available 	Not available 	0	1
chrXV	YOR300W	Not available 	Not available 	880573	880881	Not available 	Not available 	0	0
chrXV	YOR301W	Not available 	7	880963	882270	284	55	0	0
chrXV	YOR302W	55	154	882763	882840	38	Not available 	0	0
chrXV	YOR303W	Not available 	Not available 	882897	884132	61	143	0	0
chrXV	YOR304W	143	176	884512	887874	85	424	1	0
chrXV	YOR304C-A	48	135	888748	888518	325	143	1	1
chrXV	YOR305W	0	67	889020	889748	89	0	1	0
chrXV	YOR306C	1032	194	891430	889865	82	0	1	1
chrXV	YOR307C	0	205	894089	892728	72	1032	0	1
chrXV	YOR308C	98	105	896384	894621	360	0	0	0
chrXV	YOR309C	Not available 	Not available 	897075	896695	108	98	0	0
chrXV	YOR310C	663	22	898357	896822	79	Not available 	0	0
chrXV	YOR311C	216	51	899925	899053	11	663	0	1
chrXV	YOR312C	Not available 	14	901191	900247	55	216	0	0
chrXV	YOR313C	Not available 	Not available 	902871	901855	Not available 	Not available 	0	0
chrXV	YOR314W	Not available 	Not available 	903040	903369	Not available 	Not available 	0	0
chrXV	YOR314W-A	Not available 	Not available 	904455	904565	Not available 	Not available 	0	1
chrXV	YOR315W	Not available 	80	904757	905797	220	75	1	0
chrXV	YOR316C	0	141	907552	906233	104	252	1	1
chrXV	YOR316C-A	Not available 	Not available 	907932	907723	376	0	0	0
chrXV	YOR317W	869	163	909340	911442	231	Not available 	1	1
chrXV	YOR318C	Not available 	Not available 	912433	911781	287	0	1	1
chrXV	YOR319W	36	63	912819	913460	136	0	1	0
chrXV	YOR320C	810	93	915091	913616	152	0	1	1
chrXV	YOR321W	740	44	916027	918288	33	44	1	0
chrXV	YOR322C	190	238	921059	918603	125	146	1	1
chrXV	YOR323C	192	18	922902	921532	45	190	0	1
chrXV	YOR325W	Not available 	Not available 	924574	925047	Not available 	Not available 	0	0
chrXV	YOR324C	Not available 	Not available 	925037	923229	117	192	0	1
chrXV	YOR326W	Not available 	192	925718	930442	152	68	1	1
chrXV	YOR327C	0	69	931078	930731	102	0	1	0
chrXV	YOR328W	453	167	931800	936494	806	Not available 	1	0
chrXV	YOR329W-A	Not available 	Not available 	939345	939554	Not available 	Not available 	1	1
chrXV	YOR329C	Not available 	Not available 	939346	936728	81	0	1	0
chrXV	YOR330C	Not available 	Not available 	943382	939618	62	Not available 	1	0
chrXV	YOR332W	Not available 	32	943653	944354	70	Not available 	1	0
chrXV	YOR331C	Not available 	Not available 	944119	943562	Not available 	Not available 	0	1
chrXV	YOR334W	Not available 	Not available 	944593	946005	174	0	1	1
chrXV	YOR333C	Not available 	Not available 	944954	944538	65	87	1	1
chrXV	YOR335W-A	Not available 	Not available 	946565	946645	Not available 	Not available 	0	0
chrXV	YOR335C	428	97	949106	946230	111	Not available 	1	1
chrXV	YOR336W	Not available 	97	949770	953867	139	Not available 	0	0
chrXV	YOR337W	Not available 	Not available 	954341	956620	20	154	0	1
chrXV	YOR338W	154	101	956895	957986	10	Not available 	1	1
chrXV	YOR339C	Not available 	Not available 	958829	958359	Not available 	Not available 	1	1
chrXV	YOR340C	457	66	960179	959199	112	Not available 	0	1
chrXV	YOR341W	591	102	960984	965978	282	256	1	1
chrXV	YOR342C	Not available 	147	967622	966663	170	413	1	1
chrXV	YOR343C	Not available 	Not available 	968471	968145	Not available 	Not available 	0	0
chrXV	YOR344C	Not available 	113	978066	977191	132	Not available 	0	1
chrXV	YOR346W	Not available 	Not available 	981825	984782	132	0	1	1
chrXV	YOR345C	Not available 	Not available 	982159	981809	Not available 	Not available 	0	1
chrXV	YOR347C	Not available 	99	986459	984939	32	Not available 	1	1
chrXV	YOR348C	Not available 	Not available 	988779	986896	Not available 	Not available 	0	0
chrXV	YOR349W	Not available 	Not available 	989786	992830	Not available 	Not available 	1	0
chrXV	YOR350C	Not available 	44	994852	992861	26	Not available 	1	1
chrXV	YOR351C	Not available 	Not available 	996508	995015	Not available 	Not available 	0	1
chrXV	YOR352W	Not available 	53	997210	998241	72	112	1	1
chrXV	YOR353C	121	25	1000825	998450	11	145	1	0
chrXV	YOR354C	1733	8	1003222	1001144	173	121	0	0
chrXV	YOR355W	1630	110	1005135	1006703	172	263	0	0
chrXV	YOR356W	263	81	1007219	1009114	118	0	1	0
chrXV	YOR357C	164	8	1009710	1009222	102	0	1	0
chrXV	YOR358W	283	64	1010159	1010887	277	0	0	0
chrXV	YOR359W	0	97	1011187	1012758	254	6	1	0
chrXV	YOR360C	253	221	1014819	1013239	81	303	1	0
chrXV	YOR361C	Not available 	Not available 	1017650	1015359	66	253	0	1
chrXV	YOR362C	1143	44	1018744	1017878	113	Not available 	0	0
chrXV	YOR363C	Not available 	49	1023210	1020220	289	1143	0	1
chrXV	YOR364W	Not available 	Not available 	1023369	1023737	Not available 	Not available 	1	0
chrXV	YOR366W	Not available 	Not available 	1025254	1025607	0	383	0	0
chrXV	YOR365C	Not available 	Not available 	1025570	1023459	Not available 	Not available 	1	0
chrXV	YOR367W	383	15	1026005	1026607	63	131	0	0
chrXV	YOR368W	131	40	1026841	1028046	126	0	1	0
chrXV	YOR369C	323	69	1028623	1028192	85	21	1	1
chrXV	YOR370C	194	301	1030992	1029181	166	323	0	1
chrXV	YOR371C	Not available 	Not available 	1034180	1031487	0	194	0	0
chrXV	YOR372C	209	71	1036469	1034805	180	Not available 	0	1
chrXV	YOR373W	Not available 	Not available 	1036832	1039387	83	329	0	1
chrXV	YOR374W	329	39	1039838	1041397	226	0	1	-1
chrXV	YOR375C	Not available 	57	1043040	1041676	81	159	1	1
chrXV	YOR376W	Not available 	Not available 	1043189	1043557	Not available 	Not available 	0	0
chrXV	YOR376W-A	Not available 	Not available 	1045194	1045349	Not available 	Not available 	0	1
chrXV	YOR377W	Not available 	82	1046224	1047801	234	Not available 	0	0
chrXV	YOR378W	Not available 	Not available 	1049509	1051056	57	Not available 	1	0
chrXV	YOR379C	Not available 	Not available 	1051062	1050724	Not available 	Not available 	1	1
chrXV	YOR380W	Not available 	Not available 	1051288	1052928	65	2469	0	1
chrXV	YOR381W	2469	81	1055543	1057678	72	Not available 	0	0
chrXV	YOR381W-A	Not available 	Not available 	1058421	1058588	Not available 	Not available 	0	1
chrXV	YOR382W	Not available 	40	1059529	1059990	96	318	1	1
chrXV	YOR383C	Not available 	35	1061053	1060439	131	278	1	1
chrXV	YOR384W	Not available 	Not available 	1061562	1063646	Not available 	Not available 	0	0
chrXV	YOR385W	Not available 	33	1065041	1065913	243	641	0	1
chrXV	YOR386W	641	40	1066837	1068534	1	Not available 	1	0
chrXV	YOR387C	Not available 	Not available 	1070239	1069619	Not available 	Not available 	1	0
chrXV	YOR388C	Not available 	Not available 	1072921	1071791	Not available 	Not available 	0	0
chrXV	YOR389W	Not available 	Not available 	1074211	1076085	Not available 	Not available 	0	1
chrXV	YOR390W	Not available 	11	1076782	1077909	60	Not available 	1	0
chrXV	YOR391C	Not available 	Not available 	1079256	1078543	Not available 	Not available 	1	0
chrXV	YOR392W	Not available 	Not available 	1079280	1079723	Not available 	Not available 	0	1
chrXV	YOR393W	Not available 	Not available 	1080274	1081587	46	Not available 	0	0
chrXV	YOR394W	Not available 	Not available 	1082716	1083210	Not available 	Not available 	1	0
chrXV	YOR394C-A	Not available 	Not available 	1084367	1084200	Not available 	Not available 	1	0
chrXV	YOR396W	Not available 	Not available 	1085471	1090861	Not available 	Not available 	1	1
chrXV	YOR396C-A	Not available 	Not available 	1090495	1090013	Not available 	Not available 	0	1
chrXVI	YPL283W-B	Not available 	Not available 	643	1125	Not available 	Not available 	0	1
chrXVI	YPL283W-A	Not available 	Not available 	1426	2001	Not available 	Not available 	1	0
chrXVI	YPL283C	Not available 	Not available 	6007	280	Not available 	Not available 	1	0
chrXVI	YPL282C	Not available 	Not available 	8427	7933	Not available 	Not available 	0	0
chrXVI	YPL281C	Not available 	Not available 	10870	9557	Not available 	Not available 	0	0
chrXVI	YPL280W	Not available 	Not available 	11887	12600	Not available 	Not available 	1	0
chrXVI	YPL279C	Not available 	Not available 	14355	13228	Not available 	Not available 	1	0
chrXVI	YPL278C	Not available 	Not available 	15355	15053	Not available 	Not available 	0	1
chrXVI	YPL277C	Not available 	Not available 	16868	15405	Not available 	Not available 	0	0
chrXVI	YPL274W	Not available 	61	22938	24701	46	234	0	1
chrXVI	YPL273W	234	106	25087	26064	105	327	1	0
chrXVI	YPL272C	1671	115	28164	26611	76	365	1	0
chrXVI	YPL271W	1816	23	30079	30267	129	Not available 	0	1
chrXVI	YPL270W	Not available 	Not available 	30482	32803	90	Not available 	0	1
chrXVI	YPL269W	Not available 	Not available 	33013	34947	118	155	0	1
chrXVI	YPL268W	155	16	35236	37845	134	89	0	1
chrXVI	YPL267W	89	101	38169	38798	65	207	0	0
chrXVI	YPL266W	207	51	39121	40077	66	807	0	0
